220190565,Present,Attendance,4/26/2017
219051869,Present,Attendance,4/26/2017
221394521,Present,Attendance,4/26/2017
218696326,Present,Attendance,4/26/2017
215600172,Present,Attendance,4/26/2017
219327632,Present,Attendance,4/26/2017
223497058,Present,Attendance,4/26/2017
220926786,Present,Attendance,4/26/2017
221414428,Present,Attendance,4/26/2017
222288698,Present,Attendance,4/26/2017
222279226,Present,Attendance,4/26/2017
226873545,Present,Attendance,4/26/2017
222966491,Present,Attendance,4/26/2017
223131418,Present,Attendance,4/26/2017
220471833,Present,Attendance,4/26/2017
223125550,Present,Attendance,4/26/2017
218661437,Present,Attendance,4/26/2017
224357764,Present,Attendance,4/26/2017
215641200,Present,Attendance,4/26/2017
221040280,Present,Attendance,4/26/2017
213442296,Present,Attendance,4/26/2017
221398134,Present,Attendance,4/26/2017
227194040,Present,Attendance,4/26/2017
223269341,Present,Attendance,4/26/2017
221775752,Present,Attendance,4/26/2017
215599747,Present,Attendance,4/26/2017
221582638,Present,Attendance,4/26/2017
232145151,Present,Attendance,4/26/2017
218611424,Present,Attendance,4/26/2017
225266394,Present,Attendance,4/26/2017
216055574,Present,Attendance,4/26/2017
220796759,Present,Attendance,4/26/2017
221375330,Present,Attendance,4/26/2017
233632579,Present,Attendance,4/26/2017
223136482,Present,Attendance,4/26/2017
221895451,Present,Attendance,4/26/2017
220045215,Present,Attendance,4/26/2017
217197987,Present,Attendance,4/26/2017
215366907,Present,Attendance,4/26/2017
220254866,Present,Attendance,4/26/2017
223233206,Present,Attendance,4/26/2017
221773245,Present,Attendance,4/26/2017
221228158,Present,Attendance,4/26/2017
220045421,Present,Attendance,4/26/2017
219056090,Present,Attendance,4/26/2017
223137142,Present,Attendance,4/26/2017
220013163,Present,Attendance,4/25/2017
216727800,Present,Attendance,4/25/2017
220044564,Present,Attendance,4/25/2017
206213316,Present,Attendance,4/25/2017
221394521,Present,Attendance,4/25/2017
218696326,Present,Attendance,4/25/2017
215600172,Present,Attendance,4/25/2017
219327632,Present,Attendance,4/25/2017
223323965,Present,Attendance,4/24/2017
214751406,Present,Attendance,4/24/2017
214291114,Present,Attendance,4/24/2017
211986732,Present,Attendance,4/24/2017
219756244,Present,Attendance,4/24/2017
220453484,Present,Attendance,4/24/2017
223136482,Present,Attendance,4/24/2017
222487142,Present,Attendance,4/24/2017
218844272,Present,Attendance,4/24/2017
209862085,Present,Attendance,4/24/2017
209862077,Present,Attendance,4/24/2017
216758227,Present,Attendance,4/24/2017
223497058,Present,Attendance,4/24/2017
220926786,Present,Attendance,4/24/2017
221414428,Present,Attendance,4/24/2017
222288698,Present,Attendance,4/24/2017
222279226,Present,Attendance,4/24/2017
226873545,Present,Attendance,4/24/2017
225266394,Present,Attendance,4/24/2017
223131418,Present,Attendance,4/24/2017
220471833,Present,Attendance,4/24/2017
223125550,Present,Attendance,4/24/2017
218661437,Present,Attendance,4/24/2017
224357764,Present,Attendance,4/24/2017
215641200,Present,Attendance,4/24/2017
221040280,Present,Attendance,4/24/2017
213442296,Present,Attendance,4/24/2017
227194040,Present,Attendance,4/24/2017
223269341,Present,Attendance,4/24/2017
221775752,Present,Attendance,4/24/2017
215599747,Present,Attendance,4/24/2017
221582638,Present,Attendance,4/24/2017
226723435,Present,Attendance,4/24/2017
232145151,Present,Attendance,4/24/2017
221277130,Present,Attendance,4/24/2017
228040580,Present,Attendance,4/24/2017
223497041,Present,Attendance,4/24/2017
226775450,Present,Attendance,4/24/2017
225766187,Present,Attendance,4/24/2017
222893794,Present,Attendance,4/24/2017
234896496,Present,Attendance,4/24/2017
220792832,Present,Attendance,4/24/2017
223063660,Present,Attendance,4/24/2017
219440773,Present,Attendance,4/24/2017
221261506,Present,Attendance,4/24/2017
222700791,Present,Attendance,4/24/2017
239934342,Present,Attendance,4/24/2017
222689283,Present,Attendance,4/24/2017
223686353,Present,Attendance,4/24/2017
223893157,Present,Attendance,4/24/2017
218619682,Present,Attendance,4/24/2017
221191539,Present,Attendance,4/24/2017
221069008,Present,Attendance,4/24/2017
222701955,Present,Attendance,4/24/2017
222755936,Present,Attendance,4/24/2017
218737658,Present,Attendance,4/24/2017
237076831,Present,Attendance,4/24/2017
234192482,Present,Attendance,4/24/2017
223081415,Present,Attendance,4/24/2017
220089866,Present,Attendance,4/24/2017
221277122,Present,Attendance,4/24/2017
220981674,Present,Attendance,4/24/2017
218611424,Present,Attendance,4/24/2017
216055574,Present,Attendance,4/24/2017
220796759,Present,Attendance,4/24/2017
221375330,Present,Attendance,4/24/2017
233632579,Present,Attendance,4/24/2017
221895451,Present,Attendance,4/24/2017
220045215,Present,Attendance,4/24/2017
217197987,Present,Attendance,4/24/2017
227169133,Present,Attendance,4/24/2017
220360051,Present,Attendance,4/24/2017
215366907,Present,Attendance,4/24/2017
220254866,Present,Attendance,4/24/2017
218932424,Present,Attendance,4/24/2017
223233206,Present,Attendance,4/24/2017
221773245,Present,Attendance,4/24/2017
221228158,Present,Attendance,4/24/2017
220045421,Present,Attendance,4/24/2017
219056090,Present,Attendance,4/24/2017
223137142,Present,Attendance,4/24/2017
221398134,Present,Attendance,4/24/2017
220013163,Present,Attendance,4/24/2017
216727800,Present,Attendance,4/24/2017
220044564,Present,Attendance,4/24/2017
220190565,Present,Attendance,4/24/2017
206213316,Present,Attendance,4/24/2017
219051869,Present,Attendance,4/24/2017
221394521,Present,Attendance,4/24/2017
218696326,Present,Attendance,4/24/2017
215600172,Present,Attendance,4/24/2017
211989876,Present,Attendance,4/24/2017
221181464,Present,Attendance,4/24/2017
220076152,Present,Attendance,4/24/2017
222966491,Present,Attendance,4/24/2017
218844272,Present,Attendance,4/21/2017
216055574,Present,Attendance,4/21/2017
219756244,Present,Attendance,4/21/2017
214751406,Present,Attendance,4/21/2017
223131418,Present,Attendance,4/21/2017
221040280,Present,Attendance,4/21/2017
213442296,Present,Attendance,4/21/2017
221398134,Present,Attendance,4/21/2017
227169133,Present,Attendance,4/21/2017
222602104,Present,Attendance,4/21/2017
220045421,Present,Attendance,4/21/2017
223323965,Present,Attendance,4/21/2017
226723435,Present,Attendance,4/21/2017
221277130,Present,Attendance,4/21/2017
221277122,Present,Attendance,4/21/2017
209862085,Present,Attendance,4/21/2017
221394521,Present,Attendance,4/21/2017
221375330,Present,Attendance,4/21/2017
223136482,Present,Attendance,4/21/2017
221895451,Present,Attendance,4/21/2017
220045215,Present,Attendance,4/21/2017
217197987,Present,Attendance,4/21/2017
220360051,Present,Attendance,4/21/2017
215366907,Present,Attendance,4/21/2017
220254866,Present,Attendance,4/21/2017
218932424,Present,Attendance,4/21/2017
223233206,Present,Attendance,4/21/2017
221773245,Present,Attendance,4/21/2017
221228158,Present,Attendance,4/21/2017
223137142,Present,Attendance,4/21/2017
211986732,Present,Attendance,4/21/2017
214291114,Present,Attendance,4/21/2017
211989876,Present,Attendance,4/21/2017
209862077,Present,Attendance,4/21/2017
220013163,Present,Attendance,4/21/2017
216727800,Present,Attendance,4/21/2017
220044564,Present,Attendance,4/21/2017
220190565,Present,Attendance,4/21/2017
206213316,Present,Attendance,4/21/2017
219051869,Present,Attendance,4/21/2017
218696326,Present,Attendance,4/21/2017
215600172,Present,Attendance,4/21/2017
219327632,Present,Attendance,4/21/2017
220875207,Present,Attendance,4/21/2017
228040580,Present,Attendance,4/21/2017
223497041,Present,Attendance,4/21/2017
226775450,Present,Attendance,4/21/2017
225766187,Present,Attendance,4/21/2017
222893794,Present,Attendance,4/21/2017
234896496,Present,Attendance,4/21/2017
220792832,Present,Attendance,4/21/2017
221261506,Present,Attendance,4/21/2017
221181464,Present,Attendance,4/21/2017
222700791,Present,Attendance,4/21/2017
239934342,Present,Attendance,4/21/2017
222689283,Present,Attendance,4/21/2017
223686353,Present,Attendance,4/21/2017
223893157,Present,Attendance,4/21/2017
218619682,Present,Attendance,4/21/2017
221191539,Present,Attendance,4/21/2017
221069008,Present,Attendance,4/21/2017
222701955,Present,Attendance,4/21/2017
222755936,Present,Attendance,4/21/2017
218737658,Present,Attendance,4/21/2017
237076831,Present,Attendance,4/21/2017
234192482,Present,Attendance,4/21/2017
223081415,Present,Attendance,4/21/2017
220089866,Present,Attendance,4/21/2017
220981674,Present,Attendance,4/21/2017
223497058,Present,Attendance,4/21/2017
220926786,Present,Attendance,4/21/2017
221414428,Present,Attendance,4/21/2017
222288698,Present,Attendance,4/21/2017
222279226,Present,Attendance,4/21/2017
226873545,Present,Attendance,4/21/2017
225266394,Present,Attendance,4/21/2017
222966491,Present,Attendance,4/21/2017
220471833,Present,Attendance,4/21/2017
220796759,Present,Attendance,4/21/2017
223125550,Present,Attendance,4/21/2017
218661437,Present,Attendance,4/21/2017
224357764,Present,Attendance,4/21/2017
233632579,Present,Attendance,4/21/2017
220453484,Present,Attendance,4/21/2017
227194040,Present,Attendance,4/21/2017
221775752,Present,Attendance,4/21/2017
215599747,Present,Attendance,4/21/2017
221582638,Present,Attendance,4/21/2017
232145151,Present,Attendance,4/21/2017
211989876,Present,Attendance,4/20/2017
211986732,Present,Attendance,4/20/2017
220013163,Present,Attendance,4/20/2017
216727800,Present,Attendance,4/20/2017
214751406,Present,Attendance,4/20/2017
214291114,Present,Attendance,4/20/2017
220044564,Present,Attendance,4/20/2017
220875207,Present,Attendance,4/20/2017
220190565,Present,Attendance,4/20/2017
206213316,Present,Attendance,4/20/2017
219051869,Present,Attendance,4/20/2017
221394521,Present,Attendance,4/20/2017
218696326,Present,Attendance,4/20/2017
209862085,Present,Attendance,4/20/2017
209862077,Present,Attendance,4/20/2017
215600172,Present,Attendance,4/20/2017
219327632,Present,Attendance,4/20/2017
228040580,Present,Attendance,4/20/2017
223497058,Present,Attendance,4/20/2017
223497041,Present,Attendance,4/20/2017
220926786,Present,Attendance,4/20/2017
221414428,Present,Attendance,4/20/2017
222288698,Present,Attendance,4/20/2017
218611424,Present,Attendance,4/20/2017
226775450,Present,Attendance,4/20/2017
222279226,Present,Attendance,4/20/2017
226873545,Present,Attendance,4/20/2017
225766187,Present,Attendance,4/20/2017
222893794,Present,Attendance,4/20/2017
234896496,Present,Attendance,4/20/2017
225266394,Present,Attendance,4/20/2017
222966491,Present,Attendance,4/20/2017
220792832,Present,Attendance,4/20/2017
216055574,Present,Attendance,4/20/2017
220471833,Present,Attendance,4/20/2017
218844272,Present,Attendance,4/20/2017
220796759,Present,Attendance,4/20/2017
223063660,Present,Attendance,4/20/2017
219440773,Present,Attendance,4/20/2017
223125550,Present,Attendance,4/20/2017
221261506,Present,Attendance,4/20/2017
218661437,Present,Attendance,4/20/2017
224357764,Present,Attendance,4/20/2017
221375330,Present,Attendance,4/20/2017
221181464,Present,Attendance,4/20/2017
233632579,Present,Attendance,4/20/2017
215641200,Present,Attendance,4/20/2017
223136482,Present,Attendance,4/20/2017
221040280,Present,Attendance,4/20/2017
221895451,Present,Attendance,4/20/2017
213442296,Present,Attendance,4/20/2017
222700791,Present,Attendance,4/20/2017
222487142,Present,Attendance,4/20/2017
239934342,Present,Attendance,4/20/2017
220045215,Present,Attendance,4/20/2017
221398134,Present,Attendance,4/20/2017
217197987,Present,Attendance,4/20/2017
220076152,Present,Attendance,4/20/2017
220453484,Present,Attendance,4/20/2017
227169133,Present,Attendance,4/20/2017
220360051,Present,Attendance,4/20/2017
215366907,Present,Attendance,4/20/2017
222689283,Present,Attendance,4/20/2017
220254866,Present,Attendance,4/20/2017
223686353,Present,Attendance,4/20/2017
218932424,Present,Attendance,4/20/2017
223893157,Present,Attendance,4/20/2017
223233206,Present,Attendance,4/20/2017
227194040,Present,Attendance,4/20/2017
223269341,Present,Attendance,4/20/2017
218619682,Present,Attendance,4/20/2017
221191539,Present,Attendance,4/20/2017
221775752,Present,Attendance,4/20/2017
221069008,Present,Attendance,4/20/2017
221773245,Present,Attendance,4/20/2017
221228158,Present,Attendance,4/20/2017
215599747,Present,Attendance,4/20/2017
222701955,Present,Attendance,4/20/2017
221582638,Present,Attendance,4/20/2017
222602104,Present,Attendance,4/20/2017
222755936,Present,Attendance,4/20/2017
220045421,Present,Attendance,4/20/2017
218737658,Present,Attendance,4/20/2017
237076831,Present,Attendance,4/20/2017
219056090,Present,Attendance,4/20/2017
223137142,Present,Attendance,4/20/2017
234192482,Present,Attendance,4/20/2017
223081415,Present,Attendance,4/20/2017
226723435,Present,Attendance,4/20/2017
232145151,Present,Attendance,4/20/2017
220089866,Present,Attendance,4/20/2017
220981674,Present,Attendance,4/20/2017
222657892,Absent - Out of School Suspension,Attendance,4/19/2017
226599850,Absent - Out of School Suspension,Attendance,4/19/2017
220013163,Present,Attendance,4/19/2017
216727800,Present,Attendance,4/19/2017
219756244,Present,Attendance,4/19/2017
214751406,Present,Attendance,4/19/2017
214291114,Present,Attendance,4/19/2017
220044564,Present,Attendance,4/19/2017
220190565,Present,Attendance,4/19/2017
206213316,Present,Attendance,4/19/2017
219051869,Present,Attendance,4/19/2017
221394521,Present,Attendance,4/19/2017
218696326,Present,Attendance,4/19/2017
211989876,Present,Attendance,4/19/2017
209862085,Present,Attendance,4/19/2017
209862077,Present,Attendance,4/19/2017
215600172,Present,Attendance,4/19/2017
219327632,Present,Attendance,4/19/2017
218844272,Present,Attendance,4/19/2017
220076152,Present,Attendance,4/19/2017
222602104,Present,Attendance,4/19/2017
221261506,Present,Attendance,4/19/2017
216758227,Present,Attendance,4/19/2017
223497058,Present,Attendance,4/19/2017
220926786,Present,Attendance,4/19/2017
221414428,Present,Attendance,4/19/2017
222288698,Present,Attendance,4/19/2017
222279226,Present,Attendance,4/19/2017
226873545,Present,Attendance,4/19/2017
222966491,Present,Attendance,4/19/2017
223131418,Present,Attendance,4/19/2017
220471833,Present,Attendance,4/19/2017
223125550,Present,Attendance,4/19/2017
218661437,Present,Attendance,4/19/2017
224357764,Present,Attendance,4/19/2017
215641200,Present,Attendance,4/19/2017
221040280,Present,Attendance,4/19/2017
213442296,Present,Attendance,4/19/2017
221398134,Present,Attendance,4/19/2017
220453484,Present,Attendance,4/19/2017
227194040,Present,Attendance,4/19/2017
223269341,Present,Attendance,4/19/2017
221775752,Present,Attendance,4/19/2017
215599747,Present,Attendance,4/19/2017
221582638,Present,Attendance,4/19/2017
226723435,Present,Attendance,4/19/2017
232145151,Present,Attendance,4/19/2017
221277130,Present,Attendance,4/19/2017
218611424,Present,Attendance,4/19/2017
225266394,Present,Attendance,4/19/2017
216055574,Present,Attendance,4/19/2017
220796759,Present,Attendance,4/19/2017
221375330,Present,Attendance,4/19/2017
233632579,Present,Attendance,4/19/2017
223136482,Present,Attendance,4/19/2017
221895451,Present,Attendance,4/19/2017
222487142,Present,Attendance,4/19/2017
220045215,Present,Attendance,4/19/2017
217197987,Present,Attendance,4/19/2017
227169133,Present,Attendance,4/19/2017
220360051,Present,Attendance,4/19/2017
215366907,Present,Attendance,4/19/2017
220254866,Present,Attendance,4/19/2017
218932424,Present,Attendance,4/19/2017
223233206,Present,Attendance,4/19/2017
221773245,Present,Attendance,4/19/2017
221228158,Present,Attendance,4/19/2017
220045421,Present,Attendance,4/19/2017
223323965,Present,Attendance,4/19/2017
219056090,Present,Attendance,4/19/2017
223137142,Present,Attendance,4/19/2017
220875207,Present,Attendance,4/19/2017
228040580,Present,Attendance,4/19/2017
223497041,Present,Attendance,4/19/2017
226775450,Present,Attendance,4/19/2017
225766187,Present,Attendance,4/19/2017
222893794,Present,Attendance,4/19/2017
234896496,Present,Attendance,4/19/2017
220792832,Present,Attendance,4/19/2017
219440773,Present,Attendance,4/19/2017
221181464,Present,Attendance,4/19/2017
222700791,Present,Attendance,4/19/2017
239934342,Present,Attendance,4/19/2017
222689283,Present,Attendance,4/19/2017
223686353,Present,Attendance,4/19/2017
223893157,Present,Attendance,4/19/2017
218619682,Present,Attendance,4/19/2017
221191539,Present,Attendance,4/19/2017
221069008,Present,Attendance,4/19/2017
222701955,Present,Attendance,4/19/2017
222755936,Present,Attendance,4/19/2017
218737658,Present,Attendance,4/19/2017
237076831,Present,Attendance,4/19/2017
234192482,Present,Attendance,4/19/2017
223081415,Present,Attendance,4/19/2017
220089866,Present,Attendance,4/19/2017
221277122,Present,Attendance,4/19/2017
220981674,Present,Attendance,4/19/2017
220045421,Absent - Unexcused,Attendance,4/18/2017
